tag,text
59399,Can office of campus amenities update their website? Some of the retail stores and food outlets dont exist anymore
59398,"Sigh... I have been evergreen my whole life and I am already 25. The reason I am evergreen is somewhat by choice and not really my choice. 
I have quite serious crushes on a few guys. But I have been rejected subtly, brutually ignored and even bro-zoned... I realized that the guys I like usually have the same trait... slightly extroverted, hardworking mugger, strange but unique sense of humour... i would say that this is a type but it isn’t clear cut like the nice guy or playboy type. But somehow I don’t think I’m their type seeing how they have zero interest in me... 
on the other hand, there are some guys kind of into me but I suppose they don’t fall into the type that I like. As much as I try to I can’t feel anything... knowing that this will end up bad if I were to continue so I just opt not take a step forward. 
But now I’m kind of feeling old and people around me all dating, bto-ing, wedding photo shoot etc I feel happy for them but I just feel kind of worried, what if I can never find a person whom I like and likes me back..."
59397,"If a guy is interested to know what you wanna do in the future, shares something personal and tells you not to share anyone else, ask for your opinion on things he care a lot about and shares what he thinks about himself, is he interested in you? I want to know because I really like him. "
59393,"I'm secretly still friends on facebook with my ex. I honestly didn't realise it because he was rather inactive after we broke up during his stint in NS, but now that he's gotten attached I can't stand looking at them tag each other in things and especially when she posts on his wall saying cute stuff like ""this was us"" or like cute animal memes. Doesn't help that their profile pics are pretty much the same. Hais… Is it time to block him?"
59390,I'm bored and want to talk to strangers on Tinder but also don't want people to recognise me. What to do :-(
59388,Does a person not accepting facebook request from you mean that the person doesnt want to be friends with you?The person never accept or decline the request though.
59387,"There is a person in my class whom I feel that he is rather warm and friendly but we are not close to each other(just hi bye friends). Since I and him are both graduating soon, should I try to ask him if he would like to be friends or is it not advisable since we are not very close and furthermore, we will not have a chance to see each other again after graduation anyway?"
59384,"I am the OP of #59384, want to say that the post wasnt related to #59413 because it happened only yesterday around evening at PC commons and she was actually studying till late night. 

Btw,the door didnt really hit her face but she was sandwiched in between the door like how the MRT gantry kiap your body when you try to tailgate without paying. Anyway, what will you do at that point of time if you were me? "
59383,"Hello, I am an Australian born Chinese girl looking to move to Singapore and get used to the lifestyle here (perhaps even call it home). I’m looking to move here with my boyfriend who is actually a Singaporean who did schooling and army here and came to UNSW for medicine, I clicked with him because we shared many shared values (I’m basically a typical Asian piano and study nerd so you might think I’m the model child for the Asian parent) and we shared a passion for food. I introduced him to my parents and they approved, he introduced me to his international Singapore friends and accepted me as one of their own, everything is all sorted and I just graduated. He asked if he wants to come with him to stay in Singapore I decided why not, my parents approved too since he became close to them (he can speak Chinese in a fluent basis whilst for me I’m only semi-fluent while I struggle with grammars on and off, I’m better at Canto), he was such a nice boy who always nurtured and cared for me. But at the same time I heard the lifestyle is very different in Singapore? I made some international Singaporean friends, I’m pretty versed in Chinese culture whereas I celebrate the festives and take yearly trips to Guangzhou to visit my family, my parents instilled in me the sense to get a stable job to feed myself and future kids, but that’s limited as I grew up in Sydney all my life so I fear the struggles of trying to fit in despite meeting lovely people and all. What are tips you guys can give to make my ride easier?"
59381,How do u differentiate love and infatuation? Do couples start off having infatuation?
59380,"Hi all,

I was just wondering if anybody knew if it's possible to stop a sem mid way through? I'm having a really rough time with my personal life and I'd like to take some time away from it all. I don't even mind redoing the semester (or switching majors if that matters). Y1S2 student here, thanks in advance for your replies! "
59378,"I've been dating this girl for a few months and we officially got together last week. She's really nice, has the same kind of mindset as me and we click really well. 

But last night she asked me to have sex with her and I couldn't bring myself to do it. I realized that I like her like a sister rather than a girlfriend. I want to care for her and grow up with her but I can't bring myself to have sex. The thought feels disgusting like I am gonna do it with my actual sister.

What should I do? Should I break it off or try to force myself to do it?
"
59375,After getting our second child my wife just stopped and become disinterested in sex. Anyway to fix that? Is that normal for most ladies here? 
