tag,text
52099,"Help!
Just saw this weird guy looking at me in lab. I am sure I did not dress skimpily or act in a slutty manner. According to my friend, he has been staring at me since lab session 1! I don’t know much about him but I am pretty uncomfortable. The only thing I know is that he wears a IHG shirt. "
52097,"Recently, there has been a rise in older guys predating for younger girls. This is just purely my observation. As a 19 year old girl, I find that rather disturbing. People should report those predators before someone’s being victimised. "
52090,"LUMINUS SUCKS I CAN'T EVEN WATCH MY WEBCASTS WITHOUT IT CLOSING RANDOMLY OR GETTING AN ERROR WHICH PREVENTS ME FROM WATCHING IT IN THE FIRST PLACE. IVLE wasn't stellar but at least it was reliable 75% of the time rather than 15%. This must be a new way to make students attend lecture.

Also GET1026 is boring I strongly discourage people from taking it (but also subjective lah so up to y'all don't quote me ok)"
52089,"Sooo I exchanged glances with this cute med girl at frontier today during lunchtime and I thought she kept looking back too haha. Not sure but I think there seems to be mutual 'interest' or I'm probably overthinking. That being said, how would you approach a girl in school w/o coming off as creepy af cos I'll always feel this sad sense of regret when I exchange glances with a beautiful woman only to not say anything at the end.

P.S. Umm hey cute med girl if you're reading this, wanna grab lunch sometimes HAHA"
52087,#52066 #52067 Both of you should go on a date and get to know each other. Just curious if the guy will be double standard this time round.  
52086,"Hello, looking for Eng Poh! Your card has been found in the PGPH Laundry Room (block 24). If it is yours, please comment to retrieve it :)"
52085,"Huge shoutout to the TA who helped relief our CS1010S class instead of the other tutor before us on Monday! really helpful guy with tips for midterms and taught extremely clearly, is it possible for u to come back and teach permanently?!"
52083,"We're a team of game developers taking CS4350 looking for a music producer to help us create music for our game that we intend to submit for Independent Games Festival 2018 (http://www.igf.com/). If you have a great Electro-vibe and want to be a part of our little project, do leave a comment and we will PM you directly!"
52082,"Hihi for those who are attached with someone not in nus, how many times a week and for how long do you meet your significant other? It's hard to balance making friends, meeting family, studies, cca and meeting him all at once... Help"
52079,"To the guy at Utown Fine Food, please don't use your hand to take the ingredients from the Mala Stall. It's damn disgusting and super unhygienic. You touch all the veggies and still use your hands to put it back. Walao "
52075,"University ranking questions:

Is a first class from rank 50 better than a uni from rank 100? Assuming a fresh grad with no relevant work experience? Just asking for fun."
52074,"Hi, graduated about two years ago and thinking of BTO-ing with bf soon next year. Currently in a stable job that pays quite well. Just wondering, if we have student loans to pay off, do we have to declare the specific amount and submit the documents when we apply for BTO? Bf knows that I have some student loans to pay off but I feel uncomfortable disclosing the amount (just tend to be more private in nature). Kind souls who have been through this please share. Thanks! "
52073,"Any volunteer CCAs still recruiting? Just received a mail that recruitment period is closed, and would have to wait till next AY. Damn, I'm without a CCA now..."
52070,Flashing green girl right here. Been single all my life but no guys seem to be interested in me. Sigh
52069,"With reference to #52028, the girl who likes her TA from MNO1706C:

Biz senior here! I think it might be against school regulations for a TA to date a student, especially when he is in  control of your grades cos there is some conflict of interest (If I can recall MNO TAs are in charge of marking your class part and marking your individual assignments, I took MNO1001, the old version and didn't really like it Woots! I'm done with MNO muhahaha)

But some of my friends who are TAs in comp and biz (not a lot of undergraduate TAs as compared to comp) still do date their students but more discreetly. I think TAs are just like any other people, if you like him just confess lor, as long as he is okay and you guys don't go public, shouldn't be a prob. If you want to play it safe, then wait for the sem to end then facebook him or sth. Good luck and whatever it is, update pls."
52068,"I found my current boyfriend when doing a module 3 semesters ago. He's always been a high flyer in class, making onto the Dean's list and generally being very high-achieving. Despite this, he's a caring person who somehow manages to spend time with his parents and friends even though our schedules are quite tight. 

We've been together for quite some time now, but I still can't shake the feeling of fear that one day he'll find someone better than me and he'll leave me for her? It's an irrational fear, I know, but if I wouldn't be asking for help if labeling it irrational was all it took for it to go away. Let me clear it up that he's not given me any reason to doubt his sincerity, and that he's done all he can to give me a feeling of security in the relationship, but these doubts just keep surfacing...

Help :/
"
