tag,text
61998,"Looking at the recent peeping tom saga, I noticed this trend of mob mentality where majority of the netizens have made it their duty to condemn the authorities for allegedly failing to give an adequate punishment to the perpetrator when they do not have access to full facts and may actually be barking up the wrong tree. (Let me state for the record that I do not condone the actions of the perpetrator and I do have a young daughter for whom I pray will never have to be caught up in such a situation).

I am especially disturbed at the fact about how much this event resembles the ""honor killing"" in some Middle Eastern countries where the community rises up to be judge, jury and executioner and eventually stones the criminal to death i.e. we are witnessing the online version of ""stoning to death"".

Case in example: OnHand Agrarian is the latest to hop on the bandwagon and has released a FB statement this morning to cut off all ties with NUS until the perpetrator has been expelled.

Seriously, is it already not unethical for this company to use such a heavy-handed approach in an attempt to strongarm NUS? Or perhaps the company thinks it is best to hop on the mob mentality bandwagon, distance itself from the perpetrator and join in the ""stone throwing""? This is totally opposite of how a company should run its CSR program.

Back to case in point, the Police has obviously gone through due process (i.e. conducted a diligent investigation, gather all available facts, compare to past cases and past established precedents, consulted with AGC etc.) before arriving at the outcome of issuing the 12 months conditional warning to the perpetrator. 

NUS must have also considered all available facts (including the outcome of Police investigations) to arrive at the punitive actions decided for the perpetrator. And yes, I agree the University does have gaps to address in its penalty system for student misconduct and that the social media outrage has most probably forced its hand to review the system which is not necessarily a bad outcome. 

However, should we all now take a step back, give time for the University to perform its own internal review and also give space for the perpetrator to reflect on his own actions? Seems like everyone has forgotten the perpetrator is also a fallible human being with emotions and it seems to me that he has enough punishment (both in tangible and non-tangible sense from the online raging) to last him for quite some time.

I like to end with this quote ""Forgiveness does not excuse their behaviour. Forgiveness prevents their behaviour from destroying your heart"" - applies to both sides"
61995,"Can you all PLEASE stop framing the current debate in terms of 'what if she was your daughter' / 'your girlfriend' ? 

It literally does not matter. It is irrelevant. To have empathy, you should not NEED to picture a female who is in someway related to you. It is enough that a person has been harmed. It doesn't matter who she is. "
61991,"I am appalled by a Facebook page that calls themselves ""NUSSU - NUS Students United"" when they decide to leak out Board of Discipline cases to the public. While the recent sexual harassment saga within campus does call for reform to how our university treats such cases, I see no positive benefits in leaking out Board of Discipline cases other than to harm our reputation as a university and student community. Furthermore, the anonymous group of admins behind ""NUSSU - NUS Students United"" could not be verified to be undergraduates in NUS and should not have the right to leak such posts. I urge the University to take a serious view in this matter as it affects the reputation of not just the University but of the alumni as well.

(https://www.facebook.com/nusstudentsunited/posts/342834129693328)"
61990,"My two cents worth in response to the Monica Baey incident. I don't think NUS doesn't care about the safety of its students. I was personally involved in catching one guy filming in one of the toilet. Here's the story: 
I went to the toilet and a group of girls were muttering among themselves looking panicky. I asked what happened and one of them told me she was filmed by a peeping tom using his handphone in the toilet from the other cubicle and suspected the peeping tom was just sitting at the lobby area near the toilet as she could recognize the hp cover. I immediately took the victim to report to the campus security  while asking the other girls to keep watch not to let  guy leave. The security followed us back to the incident location immediately.  Upon seeing the security, the guy tried to run away and security gave chase. After confronting the guy and looking into his hp photo collection but couldn't find the actual footage, security called the police. This happened on a Saturday. The chief campus security investigator dropped what he was doing outside and came back immediately (he explained this as he was dressed in T-shirt, shorts and slippers as if looking rather unprofessional). The police came and took the guy away. When i asked what's going to happen to the guy, campus security said as this was a criminal case, they have to let the police handle it. Btw this happened in a rather public area of nus. 

For those who are still condemning Nus about the Monica case, I'm not sure if you are targeting the right board! Nus is not the police. What's been handled to the police stays with the police.  Nus is here to educate people. By condeming nus for allowing this peeping to be back studying,  does it mean also that education institution should not allow any ex-criminals to be enrolled? So much talking about giving ex-criminals a 2nd chance, how is that possible without first embracing the chance to education?"
61988,"I am the OP of #61988 and I am responding to Sage Stark's post which follows: ""Please forgive someone if he peep at your daughter next time and all the school did was 12 months warning and a letter of apology given to your daughter. Please forgive me for typing this as well. =)""

I should not be the person to forgive the perpetrator. If my daughter is of similar age as the victim in question, then it will be up to my daughter, whom I expect to possess sufficient maturity by that age, to decide on her own. 

I would hope that my daughter can have the magnanimity to forgive and have the strength to cast aside all the negative emotions generated from the incident and move on to achieve greater things in her life instead of having any one particular negative incident define any part of her life.

However, I will not push her to accept or reject the apology as it must be her choice alone (assuming she is already mature enough). I can only counsel or guide as her father. 

Lastly, I do accept your apology too, whether heartfelt or not =)"
61987,"#61913: true that we're only hearing her side. but the guy can go public with his side of the story as well. this guy has (or, had) an instagram account, he could have put his own side on instastory if he wants to. but he didn't, which shows that he chose not to say anything. you can interpret that how you want, but any reasonable person would interpret it to mean that he has nothing substantial to add in his defence.

also your last paragraph is a mess. you agree that harsher punishment means lesser crimes, but you also think that peeping tom won't stop if we make harsher punishment? clearly this means the punishment isn't harsh enough. either that, or you think that there is no deterrent effect, in which case you contradicted yourself."
61986,"Massive uncalled for TLDR post aka /when procrastination strikes/: Some thoughts on the recent controversy. 

Was the campaign demanding change manipulative? Yes it was. As are many successful campaigns. Purposed narratives were fed to you through your feeds, accompanied with powerful calls to action and immense social pressure to support the cause. The best narratives (factually accurate or not) are always presented in the way which helps the writer's cause most. So, in that sense, a lot of manipulation went down. Your emotions and sentiments were skilfully managed by content creators. 

And the numbers tell. It was a well-executed, effective campaign. 

But that's not necessarily a bad thing, and charges of manipulation on the part of the campaign starters merely distract from larger concerns now illuminated by the controversy. So do debates on their personal agenda and possible revengeful motives. To put this simply: if I started a charity seeking to glorify myself, this charity can still be of good to society. Personal and public interests are not always mutually exclusive.

Perhaps more helpful questions to step back and ask are: What is the extent of the problem -- based on reliable facts -- which this cause is concerned with? What good comes out of widespread support for this? What are the potential ramifications? These three factors need to be thought out, and weighed against one another. 

In writing this, my intention is not to favour any side. I hope that we, especially those of us in a position of less emotional attachment than the parties involved, can all go beyond the anger, anxiety, and consternation we feel. These emotions may motivate the burdens we have towards particular groups in the community, towards particular vulnerabilities, or our ability to empathise with various parties. Sure, and that's perfectly normal. 

But they should not reduce our views to mere labels (""victim-blamer"") and tag lines (""doxxing is wrong!"", ""we want change!"", ""blame the police not NUS""), much worse labels sitting on polarised extremes.This is a complex, multi-faceted issue. There are many things that need consideration, and many interests at stake. Sure, this situation is symptomatic of some systemic fault, and we want some kind of change; but to what extent, at what cost, and by what means? 

For voices to be heard, they need to ride on the momentum of mass support, and mass support works best with loud, catchy tag lines. I get that. But now that they've have been heard, I hope that we'll stop using our voices as passionate, well-intentioned instruments that drown out other frequencies, but instead carefully wield them as tools.  

TLDR: Let's have more productive, informed dialogues -- in which we present our views with all their warranted nuances. "
61984,May I remind all of you that all we have so far is Monica's one side of the story? Everything about her insinuating that there was sufficient evidence for heavier punishment is her side of the story. Do we really think the Police/AGC are so incompetent that they would not press charges if the evidence would sufficiently hold up in court? I fear for the future of guys in this country if any accusations without proof can destroy someone's life irrevocably. Next thing we know we start having people weaponising selfish agendas under the guise of sexual harassment like the Kavanaugh case.
61979,"Wanted to add that in light of the recent saga, I thought this is a good reminder of how our sexuality education is sorely lacking, and perhaps even failed us. 

As a female, I have always been a huge pervert ever since my first sexual awakening. I have been a masochist for years and fantasised myself as a masochist, and eventually enjoyed such endeavours in the bedroom. But in my pursuit of sexual happiness, there were several points where I had to figure things out on my own. Two main ones were how to accept myself as a sexual deviant; And how to differentiate fantasy from reality. 

The first was resolved when I realised that most people have some kind of fetish, somehow and deviant isn't that abnormal. Everyone is a little weird. 

The second, I got by through reading and learning from peers. And the second is the one i felt is relevant in the recent sagas. Instead of labelling peeping toms as fringe, abnormal, deviant or pervert, more could and should be done about improving awareness on how to differentiate fantasy from reality and also how to manage such fantasies. My two cents really. "
61978,"Those who are critical of Monica’s methods and intents really need to re-examine the situation. From her first post till now, NUS has really taken no additional concrete action other than well convening a committee, and even that is no guarantee of seeing any positive change. So if you think she was justified in blowing up the issue in the first place, you should be equally upset now to know with all the “change” happening. While convening a committee is a good step and NUS should be given some time to get their s**t together, it does not help that there has been no expressed intent to reconsider the severity of their sentence given to Nicholas, which is really the crux of this whole issue.

This leads to my second point about rehab. In the OSA email, “the rehabilitative needs of the student offender” was one of the factors considered in the punishments, so it is understandable that they gave a lighter punishment to Nicholas for rehab purposes. However, none of the punishments have addressed address “the need for justice for the victim”. Of the penalties stated in the NUSSU email: 

1. Does nothing to make the victim feel better. A semester’s suspension is about as much of a punishment as a gap semester holiday. If anything, Nicholas now has an internship to boast in his resume
2. Doesn’t even affect Nicholas since he doesn’t stay on campus. 3. Well I guess Monica will know NUS now has one less sexual predator if the counselling worked
4. Great that Nicholas is helping out the needy in the community but again, this does nothing to address justice for Monica. 
5. Just about as effective as 3
6. Monica has already expressed how woefully inadequate this letter is in doing justice to her, and i'm not sure if an email through the school really expresses sincerity
7. Probably the closest to any form of justice for Monica
In other words, none of the punishments meted out seem to even address the point of justice for the victim. They may serve other purposes, but this is perhaps why Monica still feels outrage despite these “hefty” punishments. Even though the “decisions and penalties imposed by the authorities” is another factor, NUS has also stressed that their disciplinary actions “are not a substitute for criminal proceedings”, so there is no reason as to why they need to reduce their punishments given just because SPF’s one is light too. And if we are upset with SPF for giving such a light sentence, we should be equally upset with NUS for what they are doing too. While I do agree that Nicholas’ punishments should still give him a chance a rehab, this is waaayyyy to light for a sexual assault. In the interest of protecting Monica from encountering the perpetrator in school, I think the least NUS could do is to impose a suspension for at least a year or more, so that she does not have to see his face at all, and at least the suspension would amount to something. 

In another point, some think that she has committed doxing by revealing his Instagram page. In my opinion, I think that for someone who was pushed into a corner after SPF and NUS could not help her any further, the least she could do to claim justice for herself was to shame Nicholas in public. Some might say that this is an emotional justification for what she was doing, so it holds no weight as a real justification. But in the broader sense of her strategy of garnering attention to pressure NUS to do something, revealing the identity of Nicholas does help to catch the attention of the public and boost the support she is garnering. 

So its really not so much of emotional sentiments that people seem to be blindly supporting her. People are not supporting Monica out of sympathy just because she’s playing the victim card, people are supporting her because Nicholas’ punishments are woefully inadequate, and more punitive measures are desperately needed. And to those who think that Monica is simply trying to destroy Nicholas’ life out of revenge, I hope you can see that there are real and solid reasons why she is continuing to express her disappointment and anger at the current situation, and there is more to be gained out of this debate than simply revenge. The push for more change has just begun, and there is still no indication that the injustice done to her will be corrected, so we don’t have any strong reason to believe she is overstepping the line and is just trying to sabotage the guy. To those who think we only have Monica’s side of the story, well the facts that were sent out in OSA’s and NUSSU’s email seem to corroborate the inadequacy of the punishments. To those who want to judge her for posting her excitement about being in the news, well this is an emotional point and should have no barring on matters of facts like those above. And even so, I am of the opinion that she is more satisfied by a small triumph that things have finally turned her way after seeing s**t play out like that for so long. And to those who think that Monica shouldn’t have gotten his friends involved, well this is quite true, I guess she should have censored their faces or something.  But let me also add that Nicholas' girlfriend made news for herself not just because her face was on his Instagram, but because of how willing she was to passively support his offences. To those who think that we may have traumatised Nicholas too much with this hullabaloo, that’s a highly unusual defence to make for a perpetrator. But even so, I think that being publicly shamed is part of the punishments in today’s world where its hard to escape the public eye and news spreads fast. Nicholas should have considered this before committing his crime. Even if he was drunk, it is perfectly reasonable to expect him to accept it as part of the consequences of his actions. Honestly if he’s reading this, my advice to him to just be to come out with a personal public apology and be willing to accept a stiffer punishment should NUS want to impose more on him. I think that will at least do something to address the point of justice for the victim and show some unforced form of remorse. Oh and to those who think Monica is manipulating us as a media student… come one man, you can do better than that. And nope I’m not Monica, I’m just another fellow engineering student who is disgusted by such acts.

PS: admins please let this post through as much as possible. If needed to maintain the confidentiality of the punishments (even though it was sent to all NUS students?), please redact as much as needed."
