tag,text
58299,Thought they would've thought of this idea much earlier
58296,"The girl in black shirt who transferred frm 189 to 183 today morning, just wanna say i find u cute! "
58294,"On this hallowed 14/2, I want to wish all mgtow men a very happy mgtow day! 

If you have a wonderful gf, good for you! But if you’re single remember, it’s way better than having a shitty one! "
58292,"Guess whose boyfriend forgot about valentines day today and is going clubbing with his friends today? He kind of just... forgot. I am disappointed but I am going to use today to love myself instead. I'm getting my hair and nails done, maybe a facial or spa if I'm feeling up for it. While waiting to bring my man home probably drunk, I'm going to binge watch our netflix series without guilt. I am going to the fancy restaurant I booked as a surprise and eat alone and I'm going enjoy it. I love you, but my happiness is worth more than your absence. "
58288,"My friend is depressed. He does not want to see a counselor because he can't open himself to a stranger. He says I can help him by simply keeping him company, but it feels hard to keep him company without being pulled down. I suggested to him that he should befriend more people to keep him company, but he claims that he can't do it with many reasons. I am trying to maintain a distance from him but he seems more depressed because of that. I am trying to take care of myself and I hope he can take care of himself too."
58286,"I hope that the people who bullied me and caused psychological torment and distress to me during my JC days get comeuppance and just desserts one day. Bullying is so serious. Even words have the power to emotionally hurt and scar people for life. Thanks to them I became so paranoid about the rumours, gossiping and slandering that I eventually developed an anxiety disorder and depression.

Meanwhile, I am staying committed to striving to become a stronger and better version of myself each and every single day. And I definitely have improved so much over the past few years. More resilient, more stronger, and mentally more tougher.

Okay, thanks for reading this... Just wanted to get it out of my chest... :)

P.S. The only regret that I have was that I was not more assertive in the past, but at that time I did not learn how to do so."
58284,"Hi, I am the one who posted #58259, the aspirating monk thing. Aspiring as in not a monk currently, but wish to be one in the future. It seems that a lot of people don't get that. I am still a lay person, have hair, normal clothes etc. So think of me as one of you, but just with a goal most of you do not have. Also, this is not a troll post. I realized that some of you think that it might be a troll post because you mistook me as a monk. That's a pretty bad image to put into your mind, I apologize. 

Also for those not familiar, being a monk does not make one automatically have no more lust. Mental cultivation is needed. So it's the path to reduce and eventually get rid of lust. But as long as I am a lay person, there is no reason why I should remain celibate, other than pre monk training.

Thanks for those saying FWB, I don't think my conservative self allows that too. I can't even think about it. Also, not much female friends I know who is that liberal, and attracted to me as fwb. 

Emotionally however, I am currently falling for a very pretty girl, good thing we live far apart from each other. But my logical, rational mind doesn't allow me to initiate chasing her at all, even as a what if fantasy. I got over the hating self thing due to this internal conflict, but just wish to rant here as the training does not recommend suppression of feelings, nor acting on lust, craving. Just merely observe it is good enough. I am just afraid too that this Valentine's when I met her in a public talk, I might confess. I really shouldn't. "
58283,"This Valentine's Day, I am gonna leave you for good. You knew I cheated when we were together and you said we should carried on. Okay....Great, I finally found the somebody who truly loves me despite my clubbing and hooking up days, you then were so, so willing to love me. Boy, I was terribly wrong. Fast track forward, giving you 3 kiddos ain't enough to show you how much I am willing to change to stay with you, you took it out on me using violence and verbal abuse (c'mon, beating me and reminding me how slutty I used to be and no one is gonna take me now. Ha! what a loser)!! Hey, hey, hey, be a man please. If you want to rack up my past and for us to divorce, just say so, just don't take it out on me anymore during your drunken state. 

Today, I will fulfil your wish, we are ending, I'm gonna pack up and leave. You can have everything (house, kiddos, money), I don't want anything to do with you anymore...."
58282,Any poor guy forgot to book a restaurant for v-day? I have a reservation at 8pm at Hararu Izakiya/Blue Jasmine (both halal) for 2 depending on my gfs preference. Please post here if you are interested
58281,"To all those who haven't found someone to love for valentines day. Before you love someone, you need to know how to love yourself

You need to learn to 自恋"
58280,To anyone who is attached - have you ever met another person that you know will be suitable for you? How do you deal with it?
58278,"To #58260: I am neither HIV+, nor identify as LGBTQIA, but I am fully against someone who claims to be fighting for the LGBTQIA community and HIV+ community by leaking the HIV+ registry for the world to see. Not everyone who is HIV+ has told their relatives and friends, and for some who do, they unfortunately have associates who are not so understanding due to the long-held stigma HIV and AIDS have in this country. If you ask me, it seems like Brochez is the one throwing the HIV+ community, and the LGBTQIA community due to his orientation, under the bus with his actions.

I would really like to see what evidence he has. As for now, my stance is ""Mikhy is a liar and he cannot be trusted"". He can release his evidence to change my mind. As much as the ruling party is not 100% trustworthy, at least acknowledge that, as the party that runs this country, they should, and do, have the interests of its people at heart at times, even though some of their policies make people go ""WTF, are you acting against my interest?"""
58277,"Going to graduate this sem, i really regret study engineering. Other faculties are getting so much better job opportunities in term working environment and compensation. FML"
58276,"Should I feel disappointed if I don't get to receive any flowers or gifts from my bf on Valentine's Day when I spent efforts preparing a gift for him? 
"
58275,"I would really like to reconnect with my love interest from the past. Thought of asking a mutual friend how that person is doing, but i don’t know if that will come across as stalker ish or just a normal thing. Because its really awkward and hard to get to her directly. Not exactly very close to this mutual friend though, that’s the problem. It might come across as like a random stint?? Dunno. Help!!"
58274,"Good for you people if you do spin and exercise classes for your own health. But why do you need to post every class on instagram? Okok you girls might say it is your own account and you can do whatever you want, but don't use exercise as an excuse to gain some attention on social media. Exercise for yourself and not for the gram."
58273,"Why are badminton/squash courts in the USC closed after evening? We should be allowed to play some sport during late nights too. Enforcing timing is not the best idea.

Please like/comment if you agree (and please tell whom to contact for making this change in NUS)."
58271,"To all the singles out there feeling bad about themselves: It's probably not your fault. There are many decent people who are unable to find a partner because they are simply physically unattractive. It is sad but that's the way it is.

Friendly reminder that Valentine's day has the highest suicide rates, so please be extra nice to everyone and improve the statistics. You could save a life.

We are not alone in our suffering on this blessed day, just think of all the hikikomori in Japan and incels in America created by hypergamy. Choose the cope not the rope."
58269,"Being from a lower-income household, I cannot wait to graduate and start working and earning a decent wage rather than being my measly 1.8k per semester living allowance loan.I have to miss out on so many things in life because of my tight budget and my family's financial situation.It was all good for the first 3 years until my NS savings were slowly wiped away but now in year 4,its been a really depressing to have lousy standard of life and not being to afford anything apart from necessities.I am just offering another perspective on the work vs study debate.Anyone in the same boat as me?"
58268,"Y4 male student here. My Skillsfuture account had $500 credited within the past two weeks. What are some good courses to take? Am considering between SP's ""Post-Diploma Cert in Fundamentals of Data Science"" (which will lead to a Specialist Diploma if I take another post-diploma cert) and other Excel courses from People's Association/NTUC Learning Hub. Folks who used up their Skillsfuture credits, please share what you did. "
58266,"What am I doing for Valentine's Day tomorrow.

With my Java, and sun-fire and me.. ee

#CS2040"
58265,"I've been single for the past 2 years and honestly I'm getting kind of tired of being alone. I've been on dating apps too and unlike many of the confessions here it really isn't that easy for a girl to have a good match. Even though I initiate the convos and keep them going, checking their bios before asking qns (considering I always get asked what my hobbies are when I already listed them), I still get ghosted at the end of the day. 

Valentine's day's rolling by tmr and I'm so bitter by the sight of couples planning for it. What can I do?"
58264,"Byo Gond?
GO Bring Your Own ND?
Go Byond?

Probably the last one. Not sure who approved this but all the best for your event nevertheless.

(Seen at UTown Plaza)"
58263,I thought I would enjoy my new job but I don’t. I am also not sure what to study as my grades were never exceptionally great. I am lost and I don’t know what step should I take next.... 
58261,Fear of applying for jobs? Never experience this form of anxiety before. How to cope?
