tag,text
60696,"Follow up to #60649, thanks for the advice, I saw A again today but I think he took the hint and avoided me. So I guess I'm grateful for the consideration here and I guess there's no longer much of an issue.

I've thought it over and decided that it would be good to talk to my bf about it, and so I'll be doing that and we'll see how things go.

While I can understand that you don't want to know anyone else that's had sex with your partner, I don't think that it's reasonable not to even talk about sex at all and flip out whenever it comes up. I mean anytime it comes up, not even talking about our pasts.

I can't even tell him that he's terrible in bed and that I never actually get to finish because he's so aggressive against the topic."
60695,"I will be entering FASS soon, but I have not made up my mind with regards to which particular major I want to pursue. The ones that I am considering right now are Economics, Psychology, Communications and New Media, as well as Geography. 

Economics is the one I was initially leaning towards the most, as I developed great interest in it ever since picking it up in JC. The concepts, theories, and general essay writing were all relatively easy for me to grasp and I was able to consistently do well in JC. However, I have read about how Economics in Uni places much more emphasis on the mathematical / statistics aspect of things, which worries me as Math has always been one of my weakest subjects since young. 

With regards to Psychology, I've also found out that many people blindly dive into pursuing this major without truly understanding what it entails. Yet, my current impression of Psychology still places it as one of the top few majors that I have interest in. Many also claim that a Psychology degree on its own is useless, as Psychology is a case of ""Do the Masters, or don't do it at all'. Could anyone kindly explain this statement?

I am still in the process of finding out more information about CNM and Geography, so any advice or feedback from both current and graduated students are welcome and will be appreciated!



"
60692,The short-sightedness of people complaining about the straw ban makes me lose a little more faith in humanity each time(and in our ability to avoid catastrophic environmental collapse). And these are supposedly the “more educated” and socially conscious people already.
60691,"Reply to #60652

An individual will naturally have bias for or against a particular issue due to one’s upbringing and socialisation, which starts the moment you’re born. What’s important I feel is to analyse both sides of the argument. It is supposed to challenge your ""common sense"".

Perhaps these claims you mentioned are more of these individuals speaking from lived experiences? They play a part in forming one’s perceptions. It could also be stereotypes or dominant discourse. It may not necessarily be the ""truth"" but the fact that they exist must reflect the situation in a particular segment of society. But then again, there's no such thing as a definite ""truth"" or ""reality"". Of course proper research would have to be done if you’re writing a research paper but when you’re doing in-class discussions and seminars, I would think lived experiences are the more readily accessible area of knowledge.

Higher barriers to entry? Perhaps it is the pessimist/conspiracy theorist in me but that’s highly unlikely. As mentioned by another, FASS in general dabbles in issues that can be subversive. Making the entry barriers higher may send the message that it is a desirable course. More people will want to pursue it and more may even end up starting to question the establishment. Probably not what any state would want. Wouldn’t be surprised if that’s one of the reason why the arts and humanities are not provided funding as high as those of STEM.
"
60689,"Hi prospective NUS freshman here! So I am utterly lost in the application process of securing a spot in the Halls of Residence, Raffles Hall. I would like to know what is the process like from start to end. Before you call me lazy, I've navigated to this page:
http://nus.edu.sg/osa/raffleshall/admissions/application-process
And am simply either lead to a 404 or left to remain on the page. So anyone in Raffles, could you offer some advice on the following -
1. How to get started
2. What's the criteria for selection?
3. When/ how will I know if I get selected.

Thanks in advance."
60687,Hello! I just lost a Black Bose Soundsport Earphones yesterday in CBLC @ Science and I was hoping to reach out for assistance. I've filed a lost and found report via the NUS page. Thanks! If I don't find it I'll always have an excuse to be lazy and not run. My IPPT deadline is coming up i need help!
60685,"I am sorry you have to enjoy your drink without a straw. Life must be so difficult.
But many of us are trying to protect the environment and every little bit counts. 
I am proud NUS said no to straws."
60683,"Why do ""some"" profs delay releasing mid-term marks(It's been three weeks since midterm)? Especially when it is just a multiple choice paper. It is not serving the purpose of continual assessments, where the students can learn from the mistake or maybe start afresh for the next half of the semester."
60682,"I'm a final year student who's having a hard time finding a job. does anyone know when is the ""appropriate""/""average"" time for fresh grads to start on a new job? not sure if some employers are not getting back because i indicated that i can only start in July (it was a compulsory field in the application)... "
60681,"Year 1 student here. I understand that the list of free software are available here <-- https://nusit.nus.edu.sg/services/software_and_os/software/software-student/ --> ? I have matlab, 365, autocad & minitab which is included, but also have others like mendeley and tableau which isn't. This leads me to think are there other free software accessible to students, like adobe cc."
60680,"Human beings are a load of irony.
We like to be around people who have it all and yet act like they don't (some call it being humble).
We also like to denounce people who don't have it but try very hard for it (some call it faking it).
Hence, to everyone trying to please another human being to get into his or her good books, stop it. 
If you don't meet the cut (someone else's expectations), cutting it won't help.
If you are the right cutting, you really don't have to cut it."
60679,I suspect that my recent interview went well. I have a feeling that I will be invited into a 2nd round soon. Can anyone tell me what are some signs an interview went well?
60678,Hi is there anyone who went for the NUS scholarship interview before willing to share how the interview process was?
60676,"OP of #46692 here. For those who are lazy to click, here's what I posted last time:

""Had a secondary school gathering the other day met the girl who was my first love. After the gathering we shared a cab home since we live around the same area. 

The short 20 min ride was an emotional rollercoaster (no pun intended) for me. It reminded me of the reason why I was completely attracted to her back then. At the same time it reminded me of why we didn't, and would never have worked out.

We're still on talking terms and in fact is planning for a trip for this group of secondary school friends at the end of the year. But I guess that bittersweet feeling I get when I'm around her would never go away. ""

During the trip, there was this moment when two of us were alone. Somehow the conversation topic came to our past relationship, how we got together, how we broke up etc. It was then I asked : 

""Would we have worked out if both of us were more mature?""

She didn't reply at the moment. And I decided not to pursue the topic.

At the end of the trip we shared a cab home from the airport again since we live in the same area. We didn't talk much during the ride. Just when she's about to alight she said: 

""I guess we'll never know unless we try.""

Fast forward a couple of months to today: We are happily attached and the appears to be going strong.  Idk how far we'll go this time. I'm just grateful that we're given a second chance. I'll treasure this and hopefully take her down the aisle this time. 

For all those troubled by love out there: Not everyone will get a second chance like us. If you really love your other half, treasure them. "
60674,"I'm a relatively fresh NUS graduate, just wanted to ask what's the opinion on dating an intern at the workplace?

Just to give some context (and keeping it deliberately vague for obvious reasons), my company hires interns from NUS on quite a frequent basis. In all honestly, I wasn't really looking for anything, and in fact I treat most of them as friends only. However, there's this particular intern who slowly grew on me; maybe it's because of common topics as we had the same major, or just her friendly demeanor, or that she's super capable, or that she looks so cute when she smiles, idk. Anyway I feel like I'm falling for her bit by bit. Biggest problem is that I don't know if it's even appropriate, and I don't want to be seen as the creep/fucboi who preys on interns, though our age gap isn't that big (I'm still a fresh grad after all). Somehow I get this guilty conscience / conflict of interest feeling as after all, I am still sort of her ""superior"", and I don't want any misunderstanding to arise from all this.

Am still trying to stay as detached as I can so I don't crash too badly if things don't work out, but does anyone have any advice? Or perhaps used to be in the same situation?
"
60673,"Hi guys I need some advice.

I have recently graduated last year (overloaded to grad 1 sem early), with a second upper in comms, and now am working with a friend on a startup earning about 2K a month. I know it's very little considering what I can earn outside doing a 9-5 desk job, but I am passionate about the business, and don't mind the long working hours hustling to grow it.

I'm in a dilemma right now, and am very very stressed out because of the pressure from my parents who are expecting me to earn 3K+ and collecting CPF with my degree. As the company is still very small, it is unable to pay me what outside companies can offer, but should it grow, I know I will definitely be the first to be given my dues, considering I'm part of the founding team (aka as the company earns more, I will get paid more).

The dilemma is then, should I take the conventional, safe route of graduating > getting a comfortable 9-5 job which I might not enjoy as much as what I'm doing now, OR should I chase my dreams and take the high risk/high reward, unconventional route of entrepreneurship and continue grinding at the company?

As with most entrepreneurial journeys/startups, success is not certain and I'm aware of that, hence r'now I'm in a limbo of whether it is worth it to take the leap of faith and try to see if it works out, or just go and start finding a job pronto and not waste anymore time. I'm a female, 23 this year, if that matters. Some of you guys' insights would be greatly appreciated!! Thank you"
