tag,text
65299,"i am quite confused right now and kind of hating myself.
my female friend has a crush on my male friend. when i first discovered it i find it really exciting and i teased her non stop. apparently the guy doesn't like her back but she doesn't really know for sure cos he did not say in her face but everyone around knows... 
it is just kind of awkward but thankfully we graduated. i found a job in the same firm as the guy friend. the girl still keeps in touch with me trying to find out more about the guy. i admit i am in the wrong because i still find it quite fun to just tease the girl and giving her updates about the guy even though i know that he doesn't like her. 
but yeah so retribution found me and one day i suddenly realized that i am falling for the guy. i am pretty sure he doesn't like me back as well but i dont know why i feel super guilty for teasing the girl. but now i have stopped teasing her and i stop talking about the guy because it felt really wrong. i really hope that my crush towards the guy will end quickly..."
65297,"Hey guys, there is this guy that I am quite close with whereby we will chat every single day and meet up for meals at least once a week. But we have been in this situation for about 3 years and he doesn’t have any further action. He doesn't really talk to other girls. He says he only talk to me regularly. I have attempt to ask if he likes me but he always doesn't answer the question. But I am kinda confused because he always say the reason why he cannot have a girlfriend is because he wants to spend time with me. From the point of view of a guy, is he interested in me?"
65296,"Hey guys and gals, recently I have been thinking alot about my current relationship these days. So I hope I will be able to get sincere responses on this platform. So here goes...

I can't help but feel that I am not my fiancé's first choice. She has dated plenty of better men before she met me but the relationships didnt last because they were ultimately f boys. 

When she finally met me, she was already in her early 30s. We went out for a couple of dates and eventually she accepted me to be her boyfriend. Then, after only a few weeks, she started to give subtle hints of settling down with me. All those talks about BTO and wedding started to surface.

Well, of course I do want to marry her. But the thing is, given her history, it seems to me that the reason why she chose me is because I am the ""easiest"" choice to settle down with, which she wasnt able to do so with her exes.

Heck, if I were to chase her when she was in her 20s, she would definitely reject me straight away. She had her fun but could not settle down with any of them which forced her to choose a damn average guy like me to settle down with because she is over 30 years old already (according to her, ""30 years old is too old to start a family "")

Am I thinking too much/just being damn insecure? Help please"
65295,Is it common for couples to go overseas exchange together? Any couples got judge by others?
65294,What does it mean when a company offers me a job with a 3 month notice period? Does it mean that they want to discourage you from leaving the company? How does one find another job with a 3 month notice period?
65293,"I find myself wildly attracted to girls with ah lian vibe. Traits like tattoos, nose rings and bleached dyed blonde hair are super attractive. How do I stop myself??!"
65292,"Literally every *single* guy I see around campus is at least mildly fit, if not terribly ripped and swole. Meanwhile, I gained a full 20 kg of nothing but fat in two semesters, and have a CAP of 1.6 to boot (with a generous helping of depression). 

What do?"
65289,I’ve been on CMB and Tinder for 2 weeks but I haven’t got any matches yet. Is this normal? How do I get more matches? I’m a guy btw.
65286,"Friend of mine studied only the first semester of her freshman year in university outside Singapore and she applied to NUS as an undergraduate even though she had to apply as a transfer. However, she just noticed it few days ago (she got the offer in late April) and asked me for the advice while crying so freaking hard but I didn't really know how to do so. She explained applying as an undergraduate was totally unintentional as she misunderstood the application process. She also dropped out from her uni as soon as she got the offer from NUS. How should I advise her?"
65285,"???? What's the best way to MAKE MONEY in university?

Any seniors with experience? What are the different ways uni students can make money without investing too much time? (""Best"" as in highest pay/hour, and preferably requiring less than 2 hours per day)

I'm an international freshman joining the National University of Singapore this year. I realised that my scholarship isn't really enough to cover my expenses, and it will be a huge burden for my family to support my studies in Singapore. I was thinking of finding ways to make a decent side income. I heard most people will teach tuition. Was wondering if anyone has experience in e-commerce/Youtube/affiliate marketing/cryptocurrency trading/Social media marketing as those fields seem quite lucrative. Would appreciate it if any senior can share their experience!

Also, are there any cons to teaching tuition? Where's a good place to find students? 

If you're uncomfortable sharing detailed plans, would be grateful if someone could just breakdown the pros and cons of different methods of making money and which one would best suit my circumstance! But if you are willing to share your plans that would be great as well!"
65284,"Life Science Seniors, where do you recommend to go on exchange? Any tips?"
65281,"I just realised my boyfriend is friends with a few of his exes on social media (i supposed he befriended them at different times, recently, and he had deleted them from social media after the breakup) and after stalking them, realised he has liked some of their posts too. However,i know he has made no attempt at contacting them directly or whatsoever. But what is his intention in still being friends and even liking their posts? Is he still interested in them? Should i ask him abt it?"
65280,"I am #65195's fiance. I am surprised by how negative people are about her decision. In her haste to vent, I think she left out many important details. You will not think so badly of her if you have known. I am also definitely not a bad guy.
1. We BTOed after being together for 3 months. That's how much she trust and love me. And I love her very much too. I am sure she is the one for me. We have met each other's parents.
2. She is a very considerate girl. She only gave me the keys because she did not want me to wake up too early for work. She did inform her parents after she gave me the keys and her parents did not say anything. But other family members become damned unreasonable after they know. They started locking their doors and refused to talk to us. Afterall, her parents have given their implicit consent, so how can they treat her like that? That's so unfair to her. I stayed over throughout CNY and I will be living in her house after we get married.
3. We are always considerate of other living members in the house. We always lock the door when we have happy times and we will wait untill everybody in the house are asleep before we do it. 

You see, she is a really nice girl that wants to have happy relationships. I don't think she deserve any of this drama."
65277,"hello, I am 24 years old this year and I have been single my entire life and idk whether this is very common amongst other people cos I feel like most of my friends have been in at least one relationship already. but I have also noticed a trend that the people in my closest group of friends have also been single their entire life. do you think that this has anything to do with the people that we hang out with? like I see that some cliques where everyone are attached at the same time and had many past relationships before. so based on these observations I feel like perhaps I'm not able to get into a relationship because of my friends. is it possible that my theory is correct? pls comment down below the average number of relationships there have been in your closest circle of friends. (e.g. your circle of friends has 10 people and only 2 past relationships in your circle so the average is 2/10=0.2) my groups one is 0.28.... is that low.....?"
65276,"I just realised my boyfriend is friends with a few of his exes on social media (i supposed he befriended them at different times, recently, and he had deleted them from social media after the breakup) and after stalking them, realised he has liked some of their posts too. However,i know he has made no attempt at contacting them directly or whatsoever. But what is his intention in still being friends and even liking their posts? Is he still interested in them? Should i ask him abt it?"
65271,"I have a really bad crush on a girl that's 5/6 years younger than me. Is it normal if both of us date? I'm not kidding, but I don't seem to understand the social stigma behind dating someone of a large age gap. How will her parents think? Can someone enlighten me please?"
65270,"@65252: This is my experience pushing my way through academia from a lowly FYP undergrad to a PhD student:

The common joke (that is partially true) among PhD students is that PhD students are the low-cost labour of academia. My stipend is lower than fast food workers working 8 hours/day, 5 days a week; and I have to work longer, into odd hours, and depending on the type of work, can be quite dangerous (fryer burns vs chemical burns?). In this context, FYP students are practically free data-entry type temporary workers. What usually happens is a post-doc or PhD student has a small part of their work that they need to get done but does not have the time to do it, so a FYP student gets the task.

How big or small, routine or novel the task is depends a lot on the lab. In general, the bigger the lab, the smaller, more specific (even routine), and easier the project. The smaller the lab, the bigger, less specific, harder, and more frustrating the project. Granted, it might make more sense to hire a Research Assistant (RA) to do that specific task onwards instead of having to get an FYP student and train him/her over and over again. Remember that FYP students do not cost much to the lab, the cost of the research need to be paid anyway, so what is really the incentive to hire someone? Besides, it is not easy to hire a RA with a specific set of skills; it is not uncommon to get a FYP student and if he/she is good at the job, get hired as a RA. That was how I get my first job, and other 2 RAs after me in the same lab got hired. 

That's just how academia works. In the private sector, sometimes, you need to start as an unpaid intern doing things like photocopying and paperworks for a chance to get hired."
65268,"To #65268
I can relate to how you are feeling. I, too, became a person that I'd despise during my pursuit of an impossible (in retrospect) relationship.

The greatest regret I made was thinking that I could change myself to become better and worthy of her. I did everything to make amends, to make things better, to change whatever that was a problem to her. As I've realised by this point, my naive motivation was wrong. I should become a better me for myself, and respect this lady's choice at the end whether this ""new me"" is someone she'd be interested in.

Not gonna go into detail but basically it was a horrible experience. This experienced had caused so much pain and trauma to a point that I had to seek professional psychiatry help to curb my suicidal thoughts. I'm at a way better position psychologically and mentally now but remnants of this past still haunts me. I get into this momentary state of anxiety and panic attacks when I encounter someone with a similar back view, until I take a closer look to make sure that it's not the same person. I happened to be in the same place with this person by chance at an event and I had to immediately dismiss myself after a while because I had difficulty breathing and started to become dizzy upon the sight of her.

The pain is real, the self loathe is very damaging to your body and mental health. Please do seek professional help if you need it. It's going to take some time to find yourself, but just trust that this experience helps you find who you truly are; your values, your mindfulness and what you stand for. It helps make you grow into a better person. It takes some time to heal from it but know what, don’t rush it. I don’t ever want to see that person ever again, not because I hate her but because I don’t think I’m ready to face that person yet at my current mental state. All that said, I’m grateful for this person for breaking me down, to give me a chance to build myself back up bit by bit, and understanding myself better. 

All the best to you OP of #65268, grow to become a better, kinder and more person. And I’m sure someone right would step into your life at some point, but make sure you’re ready for her. :)"
65264,"How do you deal with a long distance crush?
I have this huge crush on a guy and I know he likes me too (I alr confessed), but the problem is I’m currently studying in Hong Kong and probably won’t be back for the next 2 years. Since we live so far away from each other, we agree to just stay friends and see how things will turn out. I think he doesn’t want to be my bf just yet cuz he doesn’t like me that much to risk being in a LDR, but I really do like him and want us to work out. To make matter worse we’ve been talking less and less ever since I left town (we used to chat daily, now once every 2-3weeks). I don’t want to initiate cuz he’s a really busy guy and I don’t want to disturb him.
What should I do in order to make him likes me more?"
65263,"Hello. Just wanted to find out of anyone knows if it is possible to buy the graduation gown without attending the graduation ceremony? I can't attend due to my sibling's wedding and therefore I didn't register for it. 

I emailed the company but they didn't seem to understand my question. Tried calling them but there was no response."
65260,"What’s the big deal about NOC?
Some people who are lucky to go on it are just useless dumb dumbs. Honestly idk how tf you managed to bluff your way into a multinational corporation with such subpar coding skills.
Meanwhile day in day out you just talk cock about your NOC experience and try to lord it over us, but can’t even get your work done.
NOC nia, big deal ….
You give NOC ppl a bad name bro…."
