tag,text
58497,"Just 3 days after Valentines day, and I found out my gf has been secretly texting intimate things with her colleague from a mutual friend of ours..what should I do?"
58495,"#58378 I feel you. Sucks that there's no webcast, doesn't help that the whole time during lectures is him talking to himself and not covering the actual important topics. "
58492,"Is it wrong to develop feelings for a professor/TA? What if the circumstances just come along naturally and such feelings come about, from the latter being friendly and caring"
58491,"#58491

Hey there I'm not sure if you're the same person who posted a similar confession previously. I personally experienced incidents 1 & 2 also, but not 3

I was brought up in a family environment that made me have serious trust issues, resulting in me being pretty wary of everyone and building a wall around myself. Since my kindergarten days, everyday was spent feeling pretty emotionless and dead on the inside, where I was neither joyful nor angry, with my classmates all remarking that I was a ""cool and calm"" person. Watching movies with friends became a slight problem as they preferred the sad kinds, where they'd bawl their eyes out and look questiningly at me when I didn't join them

Things got pretty heated at home when I was in sec 4 and something snapped inside me, leading me to confide in a trusted adult. While I didn't think that things felt any different after that, it seems like the wall that has been built around me started cracking without me noticing and I started to feel a tiny bit of emotions (on hindsight)

It took a failed relationship in jc to open the emotional floodgates probably because I'm now able to relate to the sad songs and movies, but I will most definitely not recommend that you follow this route hahaha the pain and emotions are not worth the trouble. And even if the relationship works out, it may not be very healthy too as you've not gone into it with the right mindset. One op suggested googling ""alexythymia"" which you can try as well to see if you're able to relate to the descriptions there 

This took quite a bit of courage to write and I hope you won't feel that you're alone on this journey. All the best and good luck to you!"
58490,Is it normal to like a girl much younger than you (say 6/7 years) if she is really very mature? 
58489,I'm from SIM and a proud student too. NUS kids should not make fun of us too often. After all we both made it to university by our merits. 
58487,"I don't know why people say that if you're rich or good looking or funny, you'll naturally attract a lot of girls to you. That's not always true. Over the years, I've been described by people around me as good looking, smart, hardworking (you have no idea how hard i've worked over the years), wealthy, nice and thoughtful. I've always been the outdoorsy kind and recently became more sporty and fit. Yet despite all the stereotype things that you'll assume girls would like in a guy, I've been rejected countless of times by many girls. I've tried meeting girls online and offline and yes, we do go out on dates and stuff, and the dates seem to go well (lots of laughter and stuff) but I never really get them to fall for me. Months and weeks of effort can to go to waste as they tell me, ""you're not what I'm looking for"" and then things come to a stop. Apart of me feels frustrated for being that nice guy and sometimes I feel that me being ""nice"" is the reason why I'm unattractive to girls. Sometimes, I'm always thinking, those girls are single for a reason. I like to think it's because they're overly picky or are overly entitled. They complain about not being able to find a boyfriend, despite the fact that sometimes there are some really good ones right in front of them but they are too arrogant to see it. In their minds only those popular few guys are good enough for them, but man do they fail to look in the mirror to examine their own attributes, they ain't got much going for them. And then other times, I like to think that I am the problem, I'm not wild or exciting enough to attract their attention. Maybe there's something I am not doing right...

I don't ask a lot in a girl, just one who gets along with me well and cares for me as much as I care about her. Is it really that hard to find someone like that?"
58486,"Hi, CEG2 student here, I noticed in our recommended schedule, we should take a UEM during our ATAP (internship) semester. Can anyone recommend or suggest a UEM to take that has evening classes? "
58485,"senpais who did Japanese mods:

How do you study efficiently to learn all the stuff? (Esp memorising new vocab and grammar structures)

Will be nice to learn from you senpais on how did you learn :)"
58484,"CS2106 lecture, tutorial and lab seem like 3 different modules. Don't know how to do the tutorial which is graded. It is totally different from previous semesters even they have same lecture slides."
58481,"#58435 fully agree with you. It's really frustrating to see that many students are using the excuse of dance/inter-hall games/inter-college games etc to ask for an assignment extension or to skip a particular class. All of these deadlines are the minimum expectations when you choose to attend university, and this mimics real life. Would you go to your boss in the future and ask for an extension because you have an outside dance rehearsal? If you cannot manage so many things at once, learn to give up some. Ultimately your studies should be the first priority, if you can't manage that then don't even bother coming to school. Don't waste your parents money."
58480,I have been masturbating twice a day for a few years now and I’ve noticed that my dick is bent to the left. How should I fix this? Does changing to my left hand work? Will girls be turned off by my bent dick?
58477,"@#58406: I'm fully in support of this. Why are business students being forced to learn IT and data science modules when they're not even in school of computing? I mean, if that's the area I want to pursue in the future, I wouldn't freaking be going to business school, would I?

FYI there's this petition made from last time. https://www.change.org/p/nus-bba-office-dao2702-s-u-able

To any biz students reading this (well, seems like your typical biz students doesn't read NUSWhispers but whatever), PLEASE sign the petition. 
NUS BBA didn't have an analytics core last time. I seriously hate how they just added it in for the newer 2017 cohort now. "
58476,"To #58407: I am a good 10 cm taller than my fiancé. It is unfortunate that height is often a deal breaker for many women. 

To all women out there, I think there are other more important factors to consider:

- Do you have similar values/common interests?
- Can you communicate with each other?
- Is he committed to making the relationship work? 
- Do you have similar lifestyles?

Unless you want to produce super model children, it is a little short-sighted to eliminate short(er) guys.
"
58474,"Guys investing in flowers and dinners are actually good if you want a rock solid relationship. Dinners you get chance of photo-op and will be engraved into Instagram when she uploads the photos. When she look at her insta next day she will be reminded of the nice food and your effort.

Flowers don’t wilt the next day, in fact they last a few day. Making her feel happy and important.

So your presence can even be felt for the next few days, without doing anything.

Plus the fact is that flowers and dinner is actually quite Low hanging fruit.  You don’t need much effort to buy flowers or dinner. It is not like hand-making a card for which it takes precious time.

So two ways, either you ignore valentine and build resentment OR you give a gd investment and reap the positive rewards.

Always remember you should continue to do this even after marriage and don’t slacken off.

My only concern is flowers do have a carbon footprint. Don’t buy too many. V day and anniversary twice a year good enough. 

My advice will save you from a life time of nagging. "
58473,"To #58473: Yes. Students do, especially students who have dealt with depression before - they might even feel empathy. Also, if you are a professor writing this and struggling, consider speaking to someone. It must be tough juggling personal responsibilities and the pressure to produce good research. If you're not comfortable with speaking to someone from school, there are quite a few good private doctors around. Take care!"
58472,"Not a confession, but rather a question. To all the girls reading this, what's the shortest height you find acceptable when it comes to dating a guy?"
58471,"#58433 when you get attached, you will realise that a good v day celebration is very worth the money. A good dinner of 200 bucks and flowers of 100dollars Will save you from nags and keep her happy.

Provide good photo ops for her Instagram. You know Things that matters.

You then can spend next few days concentrating on your work or study. You will be happy she will be happy. A win win situation.



"
58470,"Just wondering:

-Why is GEQ1000 CS/CU while GER1000 is graded (i.e. factored into CAP or eligible for S/U)?

-Could GEQ1000 be S/U instead and/or GER1000 be CS/CU?

Does anyone know why?"
58469,"When I first matriculated in NUS I thought that our libraries have access to ST Premium but it turns out that they don't :(
Not looking for those supposedly premium articles that tells you where to get the best pratas, but more of looking for the exclusive interviews that other local news outlet didn't do on an issue/a particular social personality (I don't need Straits Times for most general news)."
58468,"for #58437:  'This valentines day is so disappointing..'
I can relate that.
Out of 8 billion people in the world, everyone has a different understanding and values in love. Love, mostly, starts with all the expression of affection, moves and scripts that learned from movies...
Sometimes, have u wondered, as two people get closer for a longer period of time, will u still enthusiastically do so?
Like you love your family, but you never say 'I love u' to them frequently or buy presents. Sometimes, love is simple, it doesn't need all the prescripted actions.
You just need to try to live in his/her life, truly understand what he/she needs, and being supportive.

ps: I do realise, sometimes, or for some man, women need to go in his life, be part of his life, let him can't live without u, and remain a sense of challenge and mystery for him."
58467,"Ugh this GER1000 mod may be interesting and useful, but it DOES NOT ""spark joy"". More like causing confusion and frustration instead, with its ambiguous phrasing in both the slides/script and the quizzes. 
Can the GER team please try out their quiz before they put it up (maybe ask a non-expert who could spot errors that the teaching team would not be able to see) and see if it would cause great misunderstandings. Maybe they could collaborate with CELC to vet through the English. 
This is certainly not the first time that two different ans were accepted for MCQ quizzes (as it usually is for this format of assessment) and certainly will not be the last, but perhaps it would be helpful to try to minimise such instances."
58466,"The master key opening many locks analogy is pretty true actually. It is so much easier as a girl to get a guy to sleep with you than it is vice versa. So obviously the fuccboi gets a ""better"" rep than the slut. There is no equal ground here

So going back to #58466 - the clubbing situation is pretty much - girls above 5/10 and guys above 9/10 are the games and everyone else are the players. "
58464,"Got a few people asking/suggesting that online matchmaking events (valentine's or not) should be round robin/bachelorette/battle royale style to mitigate the gender ratio issue. 

I understand the rationale of giving the girls more choice. But it seems like this might foster a competitive and inauthentic experience in the group chat, where the guys may try too hard to seem desirable to impress the girl and emerge champion, instead of being their true selves. And that might be kinda stressful for the girls too. 

If you have any thoughts on this, please leave a comment. And no, the matches for the recent event weren't ""random"". "
58463,"Those posts about hapless BFs and disappointed GFs on V-Day are funny, unlike you guys it is my Gf that does things for me instead on V-Day as the dynamics in our relationship are different. She is the one that is seeking to please me and my company and attention is all she needs to be happy. For guys it is better to let the the girl qualify themselves instead of you doing so. Being guys we are also more chill on our requirements so there's less pressure and drama for all and we can both have an enjoyable V-Day instead of playing guessing games and quarrelling over silly things. So if you guys want no drama next year try taking a more dominant role in your RS."
58462,"Disclaimer: this is not to trivialise the OP of #58462;

Saw several comments about how OP could be lucky in some sense. I'm not sure if they fully understood the situation. As a fellow suffer of similar conditions, I thought I should put this out. For people who are unfamiliar, perhaps you can consider watching the HIMYM episode where Robin discovered that she was infertile to get a glimpse of what it's like. 

I suffer from something similar. I was a party girl for some years of my life. ( My infertility had nothing to do with my partying or sexual behaviour. Signs of infertility was already showing way before I was sexually active) And I knew I never wanted kids. To some people, I probably struck the lottery of casual sex. 

But that's not what this is. 

This is about losing control over your own damn body. Not having kids used to be a choice that you could reverse up until a certain age. Not anymore. And it feels as if your body betrayed you. While you know that you have to love and be yourself because you have no other choice, sometimes you just can't help feeling dysfunctional. 

To add insult to injury, I became an ex party girl. Again, not by choice but because I no longer had the drive. 

I am not asking for sympathy or encouragement. I'm just saying that in life you gain some and you lose some. To OP of #58462, chin up. Perhaps the condition could even help you sieve out those who would love you for who you are, infertility and all your quirks. 

On the note of the party girl thing. I am really glad I had the wildest bedroom adventures in the years before I totally lost my drive.

So really, my 2cents is, as long as you stay safe, and handle relationships appropriately (e.g. don't cheat! Not classy!), there really shouldn't be a moral judgement to human sexuality. To quote a finance concept, this could be a time value of money thing. Also, old saying, a bird in hand is worth 2 in the bush. So have fun kiddos, and stay safe!"
58461,"I am joining nus this year and there  is this girl that I met during my part time job during Valentine’s Day. I think I have feelings of her, but I don’t know whether she is attached and I am really paiseh to as this kind of questions. So i didn’t do anything like asking for her instagram when my part time was about to end. I feel like I have just missed another opportunity in life. Haiz................... Don’t think I will go for another girl any time soon. 

Pardon my english,  just rants."
58460,"There is this guy that I am in a relationship with. Recently he asks me if I can bto with him as no one else is single to bto with him. I am so shocked as he is like so popular with so many friends and having such good personality. So I am wondering am I so blinded by love that I am missing something major about him. Anyone have any advice?
-
#58460: https://www.NUSWhispers.com/confession/58460"
58459,"I swear a female's mind is complex as a labyrinth.Their thoughts and words may differ, or they may not.

Guys on the other hand are straightforward and take in words for their surface meaning. When u say A, they would think it as A and not B,C or D 

It's funny that girls expect guys to read their mind as though all guys are professor X. How do u expect guys to think as complicated as girls when they are straightforward creatures?

Sometimes I feel that mothernature should make guys be with guys and vise versa for girls, so that there wouldn't be that mismatch "
58455,I find girls who refer to themselves as bb annoying. Does anyone feel the same or do you guys think it's cute?
58453,"Why do girls go for the guys with a ""reputation"" instead of going for the good guys?

My female friends keep going for the ""bad boys"" and I can't figure it out. Like, why would you want to date someone with a reputation for sleeping around? Or why would you want to date someone who's known to be a player?

Is it because of the sex? But that can't be right, most of them who get attached to the bad boys still complain about the sex... Is it just a ""bad boy"" vibe thing and us average/nice guys just lose out?"
58452,"I know people are going to judge me very harshly for this, but I guess I need some place to vent it.

I cheated on my ex with my current boyfriend. It was supposed to be a short term thing while I was still attached to my ex, since our sex life had dried up and to be honest, it was pretty unsatisfactory. To make matters worse, through the year or so we were together, we weren't meeting much, and for the entire relationship, you could count on two hands the number of proper dates that didn't end in an argument, and on one hand the number of times we had sex, so we weren't in a good place in the relationship.

Then I met my current bf during lectures. He was kinda cute and seemed to be a decent person, so one day I guess it got the better of us and we made out in an empty LT that we were studying in.

A few days later, I went over to his place to study together. One thing led to another, and we ended up having sex. I went home after, but I went over the week later and we did the deed again. It's not so much that I wanted intimacy, but really there was a serious lack of it. I was stressed and decided why not, since my relationship was clearly going nowhere.

I broke up with my boyfriend maybe a few months later, and decided to get together with my current bf. It might make me sound like a terrible person, but I don't regret leaving my ex for him. We have a good sex life, and he makes an effort to meet up, we're emotionally compatible and click very well. We've been together for about a year, and we're still making an effort with each other, and I can honestly say we both see this going further.

I guess people would judge us harshly if they knew how we started out, but I honestly don't think people around us need to know. Why am I posting this? I just needed the space to vent - I don't think they need to know, but I'm constantly worried that they'll judge my relationship exclusively on the basis of how it started.
"
58451,"Does anyone know what kind of ""Math-y"" GET mods/mods where ""Math-y"" people tend to take, are there which is biddable for anyone? I only know of GET1028 Logic and GET1018 Game Theory. How is the workload and the difficulty of scoring A in these mods?"
58447,"Why do people think it is OK to judge people on how they spend their money and expect them to think the same way like them? “What... she’s only earning $3000 but she has a Chanel bag?” Well guess what? Different people have different priorities and different mindset on how they want to live their life. So continue being the cheapskate that you are, that’s your choice and I don’t care."
58446,"My girlfriend who has been working for few years before we met brought a one-room condo apartment using her CPF for her mother. This will not allow her to buy HDB with grant in the future when she gets married. The only way is to sell the apartment and because of this we had a quarrel because she is not willing to sell the apartment and only wanted to get another condo when she gets married. The problem is this idea was not feasible because you know how expensive a condo is without any grant. Even if we can afford it, it doesn’t makes sense to forfeit a 40k grant. I find that the way she handles finances is very impulsive and inconsiderate to her future spouse. She doesnt hold a job of more than $4k but she already expecting a condo after marriage. That means she is expecting a guy to have a stable income of more than $4k in order to support the lifestyle. I find that she is expecting too much as a young adult and only limit her prospect to be high income earner even before we met. This put alot of stress on me as I am thinking if she is only after money or love. "
58445,my sibling thinks i’m dumb & kept using the remark against me in situations. how do i shut her mouth up? (just because i think shes fat and ugly doesn’t mean i’ve to call her a pig all the time)
58444,I thought we were getting closer. The previous day you were just messaging me about how sad you were over some stuff and asking for my opinions. Idk whether you've asked other ppl too but I'm glad you've asked me :') I kinda know that this feeling is one sided but hey I'm happy that I can gain a good friend like you. But why do you suddenly do something that kind of implies that you don't want to be associated with me? Why did you hide that photo we shared? I don't understand...Did my choice of gaining a place that you dislike upset you? Or are you really that bothered by others seeing us together in a photo? Friends share memories and I really really don't understand why you did that
58442,"I thought I got over him already but I did not. Kept thinking of him and how we ended so abruptly... I’ve been becoming more and more stressed because I cannot focus on study. If time could go back, I hope I had never met him:("
58441,"Those who SHOULD NOT donate blood are :

Persons with positive HIV test results or those with AIDS
Persons who have engaged in casual sex
Persons who have sex with multiple partners
Men who have had sex with other men
Persons who have injected themselves with drugs
Persons who are prostitutes
Persons with symptoms suggestive of AIDS e.g. weight loss, swollen glands in the neck, armpits or groin, or persistent diarrhoea
Persons who have had sex with anyone in these groups
You SHOULD NOT donate blood for the purpose of getting tested for AIDS!

"
58440,"How do you get someone to stop talking to/texting you? I tried ignoring him for days, but the constant messages made me feel bad ignoring him. Also, our circle of friends is quite similar, so if i just directly say ""hey can you not text me"" would be awkward lol"
58439,"Hi. I feel like it's frustratingly hard making close friends. Some are overly competitive and all they do is talk to you about academic stuff/just try their best to outperform you which is so damn toxic because honestly I just want something supportive for once. I see people around me having many things going on for them, flooding their phones with chats and they just have so many people to turn to even for little things. I guess I get it, I need to get out there and just make a wide circle of friends but it just sucks that i kind of am a person who clings on to one person or two at most and just really invest my time in them. The worst part, seeing them not play their part in return and just moving on to other friends and well that just leaves me with nothing again. I feel like at this point, I rather have toxic friends than none at all because I have tried, tested and hated the endless silence of being alone. "
