tag,text
64499,Is it advisable to tell your employer that you are currently doing a part time masters? Im worried that I may be signaling to my boss that I may not stay here for long term or may switch jobs to another company. Any part timers or managers can share some insights on this? Maybe Prof Ben?
64496,"I met my boyfriend in NUS and wanted to share this. Things were great in school and like any other lovey-dovey couple, we spent most of our time together. He was very tolerant of my tantrums, give in to me and would always respond to my call almost immediately. Sometimes I felt he loved me more than I do. However, as we graduated and started working, I begin to neglect him and thought that the small things he did for me were a little annoying. Soon, we drifted apart and broke up. That was when I realised that I have made a big mistake. There is no one else that understood me more than him and I wish time would turn back. To all NUS couples out there, never take your partner for granted as you will never know when they might turn away."
64492,Literature student here. The website says I need to have completed 28 MCs in EN before I can take 4K modules. Does the Lit intro mod count as part of the 28MCs? Thanks!
64491,"My girlfriend have misophonia, whenever she is eating with me, she demands absolute silence, no chewing sound and no talking. Is anyone facing the same problem and can anyone offer me any solutions? It is very hard for me to change the way I eat..."
64490,"Recently, my ""girlfriend"" of 2 years which I am going to propose to her next year has broken up with me as she has found someone better... Right now I'm 25 yrs old, I am worry that I couldn't find someone better than her as she has always been the girl of my dream... What should u do now... ?"
64488,"My girlfriend used to be a simple down to earth girl who was happy with small little things in life. However, ever since she started an internship a year ago, she started buying branded expensive clothing and bags and started to dress herself up. Each clothing can cost up to $300 which is overpriced. After her internship ended, she continued her spending habits and even sometimes asked me for money to buy those clothes. Whenever I asked her to stop spending so much, she would get angry and defensive. I feel that she has symptoms of princess syndrome and she’s becoming less of the girl I’ve signed up for. I think it may get worse when she starts full time work. Should I just break off the relationship?"
64487,"I wish I could be happy for my family, but I just couldn't get rid of the resentment that I have for all of them. My brother went overseas for studies and settled down there, without having to give a hoot about the issues at home. 
My dad (divorced) gets along well with his girlfriend and she takes good care of him. However, while both of them were happily going on with their lives, I constantly have to worry about how to handle the financial and health issues from my mum as she's currently struggling alone and constantly bugging me to take care of her in the future. Even during family gatherings, they can just excuse themselves and let me go alone to answer for them.
Over the years, I became a workaholic in order to pay off my mum's debts.I found myself not smiling anymore and getting emotionally detached from all my family members. When they ask why I am so cold towards them, I don't know how to answer them anymore. I guess there's no point to having a family when all of them are just looking after their self interests"
64485,"Can someone, preferably a guy give me an opinion on this matter: so basically i’ve been talking to this guy for about 1mth plus alr and i genuinely like him and would date him but idk what he feels. He always texts me first and he’ll say stuff that makes me feel like he’s interested, but right after that he says “jk” or something like that. BUT then he also takes like very long to reply me  like 2+ hours... so howw"
64483,"Can anyone enlighten me as to what is the difference between the following 3 things: Internship, attachment, and a part time job over the holidays? Especially between internship and a part time job, what difference is there between the two? Thanks."
64482,"Just wondering, has anyone here actually done a local exchange to another local uni (e.g. NTU, SMU etc.)? I would like to hear how it's like :P"
64479,"Hi everyone! I am a Geography Major and I am interested to learn basic data analytics. I am thinking of taking RE2708 CT and Programming for Real Estate.

Has anyone taken the module and how was your experience? Can this module be taken by non-RE students? There is not much information about this module online and I will appreciate any help. Thanks!"
64478,"If a man is not experienced in relationships or in interpersonal dynamics... if he was more or less a social outcast (ie. not that experienced with women/sex/relationships or ""socializing"") - if that man did manage to acquire a girl friend... how would he deal with everything that comes with that? Compromises? Expectations? Obligations? All the little social/interpersonal nuances between men & women that he may not even be consciously aware of? For most people it seems social nuance and all the above is as second nature as breathing is. They learn via years & years of interaction with peers, women etc... For an FA he's starting from point zero. What worsens the issue is that a normie would not even be able to articulate exactly what those nuances are, it's just subconscious instinct by now."
