tag,text
57797,"Post #57797 reminded me of an issue I've been facing these days. A mutual friend made a joke to a friend of mine, saying that he liked me. I don't know if he really likes me, and since we aren't in the same friend group, I hardly meet him.
I'm scared to tell him about how I feel just for him to tell me it was just a joke and he never liked me in the first place. "
57796,"In all the 抖音 videos I watch, the girls approach the guys with 小哥哥。Should a guy try approach girl in Singapore with 小妹妹? "
57795,"Today when I was trying to exit the A2 bus, the doors just closed on me. WHY THE DRIVER LOCK THE DOOR, IS HE TRYNA KIDNAP ME"
57794,"I am a quiet girl. I don’t have much friends because majority of them. I just can’t trust them. I was betrayed after I told a small secret to one of my friend. And after I opened up and told another secret to another person, the exact same thing happened again. I have only a few trustworthy friends and majority of them are guys. After getting betrayed for more than 2 times, I end up not trusting my classmates. So end up, I become alone during group discussions because I don’t mind doing it myself. I can trust myself but I really couldn’t trust anyone else out there. I am the person that wrote confession #57694. I was so speechless when I was thinking about everything that’s happening in my life. I felt very unfair and I constantly ask myself why do I look this way and not like ordinary girls. I always stay at home during the weekends because I don’t feel like going out. I was thinking how people will look at me when I’m alone. I don’t like the way they look at me. I feel that the people in my class can only be considered fake friends. Fake friends can’t be real friends right? Fake friends is always fake. So I end up becoming a big loner myself. Sometimes it’s not really that I can’t trust them. It’s just that their actions and whatever they tell me makes me can’t trust them. Everyone say I’m a loner. And I believe I am one. I hated being alone, but there was nothing else I could do. Being friendly to them make them take advantage of me. So I end up just kept quiet because I don’t want myself to be the gossip of the day. I hated people gossiping about me and no matter where I go, I am always the topic of the day. For every small little action that I do, it end up become a big gossip. And I’m so afraid that I don’t dare to tell my mom about it. And end up I kept it with myself. Though she knows about the cyberbullying shit but she does not know what’s happening at the back. And sometimes I really wonder one thing. Is she really my mom? Like she keeps comparing me to my sister and even the way I look will cause her to give comments like how come you so fat? Even my auntie and uncles will pamper my younger sister and buy her dresses and clothes and other stuff that fits my sister well. And my auntie will always give comments like you really should lose some weight or next time don’t have bf then you know. I just dislike it. I hated myself because of that. I have ever thought of killing myself and I know killing myself wont solve the issue at all. Can someone help me or tell me what should I do? I really want to help myself, cos I couldn’t take it anymore."
57793,"Just curious: how you guys feel about the situation. 

When you go on an exchange, you are the only Asian in tutorial class and sitting alone at a table while other 3 tables in room are fully occupied by locals?

"
57792,"Hey! Anyone here able to provide reviews about PGPR? Such as the cleanliness, environment etc.  Gonna move in soon so would like to know more!"
57791,"How long is a good enough duration to make sure an r/s isn't a rebound? I've been holding on, and shelving my plans for 7 months. Should i make a move? "
57790,"To Jaded Jade who replied to my post in #57775, i think i saw your picture in a book once. It was a dictionary and it was next to the word ""overreaction""

but seriously though, the last time I felt a piece of art at the museum was really ""beautiful"", so I asked it for its number so i can get to know it better, but I don't recall it replying me sooo....

I still find it beautiful tho."
57789,"hi, are we supposed to use the module mapping portal function in Myedurec to check for compatibility in mods for SEP? because this portal seems kind of outdated and difficult to use. "
57787,Any advice for incoming CS student w no programming background?
57786,"Dear Bizcom,

My Sparksfest goodie bag had 2 used tissues in it. Not that I'm complaining about getting free goods, but I think there should be better quality control. Not too sure how they end up in there, but I do understand the event day might be quite hectic. 

This is just a constructive suggestion, no hard feelings guys! I appreciate the effort."
57785,"Hey #57764, don’t worry about it. Guys will not talk to you about the future if he is not that into you. But I think you need to start worrying about your future if you find that you have a great body with 34C/26/36. You are big boned, in case you don’t know that.
Love,
30C/23/31"
