tag,text
57697,"Sometimes, the key to prevent workplace bullying is to have someone higher up who sees you as their child and feels a paternal instinct to protect you. I usually notice these people tend to have children who have learning disabilities and probably are doing it for me in hopes that someone's else will do it for their child too.
"
57696,"
In response to #57696
I'm trying to understand your pov. If the author is a woman, stop over-generalizing the female population. Some are perfectly capable of doing your idea of 'compartmentalizing' - which according to you, refer to 'separate their feelings from sexual needs'. Women do have sexual needs too, sex is not just for procreation or as a gift to a man in return for the love between them. It just so happens that women do tend to be able to be more selective about their sexual partners, which may explain your illusion that males 'need to get into a woman’s head before you get into her bed'. 

If you are a male, I can see why you are doing this relative comparison. But please do not degrade the entire male population and reducing them to shells who simply act on their animal instincts. Love encompasses everything, including and most importantly respect for the other party. Personally, I do have a problem with your idea of love that a man has for a woman, because it seems as if the 'love' is limited to sexual attraction and seeing the other party as an ideal mate to value-add to his family life. 

Do unto others what you would have them do unto you. This applies to cheating as well. If you take the view that cheating is fatal to a relationship, do away with the male vs female distinction and do not compare like with like with the effect of forcing a difference on something that is in substance, the same. 

These are just my personal views and you are most welcomed to disagree. 
"
57695,Would it be useful to do an internship at a big brand (relatively) name company but being tasked with mundane and rather meaningless task during the internship.
57694,"I am a quiet girl. I don’t have much friends because majority of them. I just can’t trust them. I was betrayed after I told a small secret to one of my friend. And after I opened up and told another secret to another person, the exact same thing happened again. I have only a few trustworthy friends and majority of them are guys. After getting betrayed for more than 2 times, I end up not trusting my classmates. So end up, I become alone during group discussions because I don’t mind doing it myself. I can trust myself but I really couldn’t trust anyone else out there. I am the person that wrote confession #57694. I was so speechless when I was thinking about everything that’s happening in my life. I felt very unfair and I constantly ask myself why do I look this way and not like ordinary girls. I always stay at home during the weekends because I don’t feel like going out. I was thinking how people will look at me when I’m alone. I don’t like the way they look at me. I feel that the people in my class can only be considered fake friends. Fake friends can’t be real friends right? Fake friends is always fake. So I end up becoming a big loner myself. Sometimes it’s not really that I can’t trust them. It’s just that their actions and whatever they tell me makes me can’t trust them. Everyone say I’m a loner. And I believe I am one. I hated being alone, but there was nothing else I could do. Being friendly to them make them take advantage of me. So I end up just kept quiet because I don’t want myself to be the gossip of the day. I hated people gossiping about me and no matter where I go, I am always the topic of the day. For every small little action that I do, it end up become a big gossip. And I’m so afraid that I don’t dare to tell my mom about it. And end up I kept it with myself. Though she knows about the cyberbullying shit but she does not know what’s happening at the back. And sometimes I really wonder one thing. Is she really my mom? Like she keeps comparing me to my sister and even the way I look will cause her to give comments like how come you so fat? Even my auntie and uncles will pamper my younger sister and buy her dresses and clothes and other stuff that fits my sister well. And my auntie will always give comments like you really should lose some weight or next time don’t have bf then you know. I just dislike it. I hated myself because of that. I have ever thought of killing myself and I know killing myself wont solve the issue at all. Can someone help me or tell me what should I do? I really want to help myself, cos I couldn’t take it anymore."
57693,"How do bisexual people decide which gender they want to settle down with eventually? For example, is it whoever they meet first"
57692,"It's so sad as a poly CS freshie, after going to the career fair at MPSH and the one at SOC, despite having 2.5 years of working experience (took a 2 year gap year to work for school fees + 0.5 years of poly internship) and have already taken 2030 and 2040 (A/A-), many companies still don't want to accept me during summer internship just because I am a freshie saying its policy?!"
57691,"To the girl at the blood donation drive who gave me the 大吉大利 bottle, thank you so much! You really made my day much better! Sorry though cause I left the bottle behind by accident :/"
57689,"Hello, has anyone seen a ezlink card ending with 368C? Last seen in the library at 4pm today!

Thanks so much :)"
57688,Anyone knows how to connect a Kindle to NUS_STU? 
57687,"To #57687:

1) Don't be discouraged. I am a CS graduate and I suck at maths too. I used to take weeks to study for maths intensive papers (e.g. CS1231, CS3230) compared to a day for non-maths intensive CS papers (e.g. CS2106, CS4212). I played with Linux all my life, so I understood OS, compilers, it is so logical, but I didn't understand how CS1231 could make things so complicated. Hahaha XD

I think you and I are the same kind of people. We love practical hands-on stuff. To build kickass shit. Well, you can build kickass shit without lots of complex maths. We hire maths people for those parts. We understand computers, but we don't understand maths.

3) While what Prof Ben Leong said in the comments, CS is Applied Maths is kinda true. That's also kinda an overgeneralized statement. CS is not all about maths. It is about 0s and 1s and how those 0s and 1s can be used to improve lives.

Be humble, keep working hard. Even if you suck at maths, just try your best to pass the modules for now. Don't know, just ask your friendly neighbourhood professors, they are really nice.

4) Never forget what is your purpose for studying CS? To get a better paying job? Because you enjoy coding? Or because you like maths?

If it is to get a better paying job, the concepts of scalability, reliability, access controls, software lifecycle, software architecture and design, technical debt, technology risk management, version control, is far more important than any complex maths you use CS. I recommend you to take software engineering, information security, practise your coding skills and learn to communicate core CS concepts in layman terms. These things add far more value to your future employer than any maths skills that you may have.

I have seen many people who have great maths skills, but in the end, they can't speak, they can't communicate, heck, they can't even speak in proper sentences. Don't be an alien like them. Be a team player, be the bridge between business executives and the tech team. Be project manager, CTO, team lead, those roles get paid more too.

5) And if your purpose is because you enjoy coding, just code on the side, in addition to mugging out those maths stuff. Try out new software like Docker, Vagrant, try compiling Gentoo, haha good luck with that man, try reverse engineering software, try to automate your life, try Beets to sort your music collection, try to write your own TrueCrypt software, maybe make some Android games. Those things are hella fun to do and keeps you sane. And these things are skills that might be useful in the future.

6) If your purpose is because you like maths, then well, take a PhD, or do research, I guess.

Haha, have fun coding! =)"
