tag,text
59098,"Hi, anybody attended Yonsei international summer school before?
I would really appreciate it if you could share your experiences of the challenges that you faced (language barrier, transportation from Incheon international airport, grocery and so on).  Are the taxis in Korea safe for a female solo traveller without a good grasp of the Korean language? Also, how did you overcome the difficulties that you faced?
THANK YOU VERY MUCH!!"
59097,"Fresh grad salary survey is out again. Seriously don't understand why most people don't believe the figures, especially what CS grads are making. I started working two years ago, and was paid several hundred bucks above the survey figures. I was pretty happy at first, but after I found out what all my SoC schoolmates were making, my confidence was shaken a little. I'm pretty sure I'm just mediocre and my starting was around average only. Why is is so difficult for people to believe that? Isn't it just simple market economy? When the demand is high, the price goes up. Today it's CS that's hot in demand; tomorrow it could be material science and engineering; the day after tomorrow it could be aerospace engineering (which NUS doesn't offer btw). It's not like I suddenly earn less just because you don't believe it."
59096,"Why do people go to university? I feel like I've just wasted 4 years of my life and so much of my parent's money, studying something I thought I had interest in (but no longer the case now), and with no future job prospects. Even for the more mainstream and popular courses, so many people still end up doing something outside of their field of study. 

So please, can anyone enlighten me, what is the point of going to university? I feel like I've wasted my parent's money and let down their expectations... Doesn't help that both my parents have never gone to uni nor even had a diploma to get to where they are today. And i'm just here, being pessimistic about my future (the lack of one). 

Should i just drop out now/graduate with a 3 yr degree (if possible) or just endure an honor's year (dk what for? The prestige?) "
59094,"nus whisperers. just thot of this. dating and getting a job are v similar, ur potential partner and employer may be shook if u have too little experience or if u keep changing a partner/job .. omg hhhh"
59093,"My boyfriend and I have been together for almost 2 years and we’ve been talking about marriage... rather, I was the one who kind of brought it up first (in terms of our ability to buy a house). Although he has set time aside for house-viewing etc, I’m worried that he doesn’t even love me at all, actually only going with the flow. These days, our conversations are dull; he doesn’t try to engage more. And when we went for a wedding together, I can see that his friends all had that loving look when looking at their girlfriends and wives, while my boyfriend doesn’t at all. Is our relationship going to be over....? I dare not bring it up to him because it shows a lot of my insecurity and I worry that he will confirm my fears T_T"
59090,"Having dealt with real incels, what I found unique about them is that they have nothing to lose. There is no leverage on such people, they are already socially shunned and have no stake in anything. They can't be bought, bullied, reasoned, or negotiated with, they just want to watch the world burn. Society is creating more each day."
59088,"kind of a dead horse that has been beaten to mincemeat, but I get seriously annoyed when female batchmates trivialise the NS experience, saying things like ""i'd rather do 2 years of NS than having periods"", and likening NS to a 2-year long holiday camp. I'm not one of those flag-bearing, guns-waving gungho NS officer who think that the army is Number One, but I just cant help but stare in disbelief when these 20, 21 year-olds laugh at the 2 year gap as if it's all fun and games. "
59087,"pretty interesting if you read #59037 and #59070 back-to-back... I've seen too many guys jump to the conclusion that girlfriends ""withhold sex"" from them bc those girls are evil villains trying to manipulate them, and totally these girls are cheating on them and having lots of sex with other guys. These are usually the sort of guys who also try hard to continuously pester and coerce their dates into constant sex. 

Sometimes, two people just have an incompatability when it comes to their sex drives. It doesnt mean the girl is cheating and ""withholding sex"", which btw is such a problematic term bc that's implying sex is some natural right you have and women must constantly give it to you. Their lower sex drive is not necessarily manipulation, and it's not necessarily cheating. 

Your gf doesn't owe you sex, and she isnt definitely having sex with hundreds of other men, bc have you considered that some people arent as desperately horny as you are? Maybe she was always low libido. Maybe it went down since she was younger. Maybe you dont wash your dick. Maybe she is turned off by your hyper-paranoid personality. Sit down and talk about it, you owe each other the benefit of the doubt, but no one owes anyone sex. Get over it.
"
59086,"Hi, just wanna ask if anyone is keen to form a amateur cycling group. 

And by amateur, I mean like really amateur haha. My bike is a second hand bike from my cousin (foldable small bike) probably less than $100 dollars from NTUC/random sports shop. 

I have never cycled more than 5 km at once. I am interested in pushing this limit and cycling more this year. Hope to cycle more safely on park connectors cause I heard Singapore road drivers are pretty hostile towards cyclists. I stay around north east area of Singapore. Would like to cycle with a group for both companionship and I guess added safety against possible human/animal predators. 

Any recommendations of groups I can join? Do I need a strong/road/expensive bike to cycle better? What can i do from here on if I'm keen to cycle more? 

All suggestions appreciated. Thanks! "
59085,"To the 3 students taking bus 96 today at around 2pm, thanks for giving up the priority seats to my kids. Appreciate it"
