tag,text
60598,"Dear prof Ben, I am curious whether Master Degree is required/very helpful to work in CS related field? (Esp Software Engineering or related). Or it is better to use the time to work and gaining experience instead?"
60596,"This advice may sound silly/obvious but how important in communication/social skills as an aspiring developer in his career? Besides being able to get along well with your colleagues, how much importance/emphasis is that ?"
60595,"In reply to confession about those wearing formal wear looking down on other - It could be just your mindset how do you know what they are thinking just by looking at their face ? In fact people who wear formal are not bosses because let’s just say you saw two person having appointment ,the one wearing informal definitely show some power that they can wear casual and the other person have to wear until so formal to respect someone, so why feel jealous hahahah"
60593,"I’m in year 4 now and I feel exactly the same way I did when I first entered NUS 4 years ago. Happy and naive. 

I have been liking someone for 6 years now. I met him in JC. I know he doesn’t love me back,but so? 

I spend every day in NUS, from year 1 to year 4, stalking him on Instagram and Snapchat. It’s a one sided relationship for 6 years, and I always find excuses to talk to him. Whenever he responds, I feel Super happy. Whenever I talk to him over the phone, my heart swells with joy.

I knew right from the start that he doesn’t feel the same way back, but he DOESNT OWE ME ANYTHING. Loving him one-sided, unconditionally, has become the GREATEST OF ALL JOYS. I don’t expect anything from him in return, yes, for all the 6 years. 

In year 1 and year 2, I have watched with confusion how my friends cried and cried and cried after they were dumped. I told them about this guy whom I love unconditionally without expectations, and they told me that they cried because they follow the basic human nature of being “ selfish”. They said no human isn’t “selfish”, everyone will feel sad if love isn’t returned. Simply because of selfishness.

In year 3, 4 friends came to me and told me straight to my face that I “need help” because I was “weird”. They proceeded on to warn me that I am “not being fair to myself” and I’m supposedly “hurt deep inside”(...????) I don’t understand, which part of it is supposed to hurt? Am I supposed to become selfish too? 

It’s already year 4, I have secured a job offer (company name not disclosed here to remain anonymous) and I’m still in love with that same someone whose smile, whose words, whose social media posts, have kept me warm and happy for the past 6 years, 4 in NUS and 2 in JC. I have rejected every other guy whom I feel can’t even measure up. 

And no, I did not shed a single tear when I think of him.

Sorry, but is there a “reason” why it’s “compulsory” for me to feel sad when it’s unrequited? Is there some “rule” that dictates I have to bawl my eyes out stalking his social media?

If you feel hurt in a one sided relationship, does that mean you’re “selfish”? And if I don’t feel hurt, it means I’m “selfless” and “saint-like”? (I’m not, by the way) 

"
60589,"The National Data Science Competition ended yesterday, and I really want to let this out of my chest. Our team formed months before the start of the competition, with the consensus that we are going to go for the win. But why was it that when the competition finally began, I end up being the only one who was truly invested in it?

You guys said you had no time. Fine, but at least acknowledge my messages, be curious about the things I was working on, right? All I got was just a group chat where I was just talking and updating myself on what I was doing. For the entire, freaking month, I felt like I was just talking to myself. 

I had trust in them. After all, some of them were friends that I knew for quite a while. But that is exactly why, I feel so goddamn betrayed. Just why? Are you all really so devoid of time that you can't even acknowledge my messages? Then why do I see one of you active on the game chat I'm in, playing the same game as I am, while I run the data models and do my work?

Really. I don't like to lead. I don't like to stand on the spotlight. I don't like to be the one engaging everyone. I don't like to put in so much effort only to gain nothing out of it. That's why I usually just stick to the sidelines, making sure that I contribute the amount I need, or go just a step further if necessary. 

I'm tired. I really am. But I can't just stay depressed and lie down on my bed. There are still things that I have to do.

Sigh. I want a break."
60588,"I wish the darkness could just go away. Thoughts about me jumping off the building or stabbing myself keeps coming into my mind. I try to think of happier stuff, or listen to music, but these doesn't seem to work, and those thoughts just keep coming. 

I wish i knew who to turn to. People keep thinking I am weird and most treat me like I don't exist. Please help me. I really don't want to die. I just want the darkness to go away. 

"
60586,"Me again, LDR issue from #60504. Yea, u guys are all right. I confronted with him finally because I found that he secretly delete my photo on his facebook wall. If he was really stressful about his work, how would him worry about the fb photo instead?
He did nothing to convince me not to leave and we broke up. Thank you for all your comments! Problem solved!"
60585,"Any suggestions on choosing upcoming new specializations in ""IoT"" or ""Robotics"" for FoE students. How useful will it be in the future?"
60584,"Question. Had anyone gotten the NUSSU Guild House membership?
It's currently $1,500."
60583,"I would like to know which are the best tech companies/ tiers of company in Singapore. Is grab, sea, carousell etc considered the best after Facebook, Google?"
