tag,text
55699,Took CS2040 this sem and it’s probably THE BEST module I’ve ever taken. Thanks to prof Harold for being such a great lecturer! I only wish that the lectures were webcasted so I could watch them again in my spare time :)
55698,"What to do between now to 26th? I am graduating this sem and for the first time, I am at loss... Should I start looking for jobs? Or wait till results is out?"
55695,"Any seniors out there who graduated from life science can give an insight about the job scopes for this course? I have searched the starting pay for life sciences and unfortunately life science graduates are paid one of the lowest although we work so hard to score well. Other than working in the laboratory, what are the other jobs that pays well after graduation from a degree?"
55693,"Technoedge just raised price not too long ago, back then raise average 20cents. Now the new e2 canteen (stalls moved over from techno) raise price yet again by 20cents. Shldnt the rental price be the same? First it brings is inconvenience, now we have to pay a price for the inconvenience. "
55692,"Just my thoughts on university degrees and workplace practicality: It doesn't matter.

Unfortunately (or fortunately), I had the chance to work since a young age of 14. Through a series of part-time work, internship, overseas volunteering and NS, I've noticed that one's educational qualification is never a good indicator of one's performance on the job or job ethics. I've met people without degrees and most of the time, they perform much better than scholars at the workplace. At the end of the day, it's your soft skills that matters. Skills that the school does not teach you explicitly that will bring you further ahead in life. Cheers and happy holidays!"
55689,"Okay exam is over. But I am paranoid that I would fail the modules. Sian, must wait till 26th Liao."
55688,"Based on the recent confessions and comments, it appears to me that the impression of engineers is bad and engineers are rather looked down upon. But we are bunch of people with some of the best grades to enter the faculty? And it is one of the toughest faculty to get good grades in? And we are very important for building of infrastructure (physical, digital, etc)? Why is it that people see us worse than graduates from FASS? I realise that only in Singapore that engineers get looked down upon like that. Engineer is a one of the top/prestigious profession everywhere else in the world yet in Singapore, people give us zero respect.

What can be done so that Singaporeans would view engineers in a better light and start looking at us as equals to doctors and lawyers? :( "
55687,"To #55649, how long does it take to move on? I’ve been trying really hard to move on by keeping myself occupied, but I just can’t stop thinking about my ex.. I miss those happy moments we once shared and created together.. "
55686,Anyone knows where to get sleeping pills? Im currently on my 50th hour without sleep :( dk why but i just can't fall asleep and i have been trying to sleep for days and its been like this for the whole semester. Is this insomnia?? Help i feel so sick
55685,"As someone who have graduated with a Maths major few years ago, it seems to me that some things about the curriculum still remain the same.

1) Complete MA1100 Fundamental Concepts of Mathematics 
2) Complete MA1101R Linear Algebra I
3) Complete MA1102R Calculus
4) Get rekt by Prof Zhang De-qi from some algebra modules

Good old days..."
55682,"I'm #55682 . I don't really know what I can do by myself so I don't know what's my hobby. I would love to be able to play the piano however. What kind of things can I do in school?

I would also want to click with people. I found myself with this group of people really frequently but tbf, I can't click with them"
55681,"Just purely out of curiosity, is it possible to score CAP 5.0 at graduation for FASS? And, what does it take to do so? Are CAP 5-pointers really no-lifers? "
55680,"hi amidst the needless drama over the usefulness of an arts degree i would like to ask if there's a jpop dance interest group in NUS - if there is, do link me to the telegram group or add me to the whatsapp group? i'm just an amateur trying to morph her two left feet into normal ones but i really love japanese songs like vocaloids. thanks in advance!"
55679,"#55679 It's not a finals only mod, but the cohort size is small and the prof has pretty much mentioned that there will always be people retaking it :/… It's a 2k mod, I'm not sure if I can SU it.

Didn't think I'd be one of the people retaking it though :'-)

I don't get how people who barely put in any effort and do the bare minimum like simply showing up for lecture and tutorial can do well enough to get a B? I do that and go beyond that to do practice questions, spending most of my time studying with my friends but we never seem to do well? These smart people sometimes don't even show up on time for lectures, and even if they're early all they do is chill in the LT, and then leave as soon as the lecture is over. 

It's not fair to us at the bottom that smart people push up the bell curve so it's harder to score a B, is it? I don't think they even put in half as much effort as we do.

"
55678,"Regarding the Arts and Social Sciences thing...

I was from Engine. And I am now working in a field totally unrelated to it. I feel that whatever I have studied is not relevant. Basically, if you don't work in a field related to your study, you are even more useless than FASS people.

In fact, those FASS colleagues of mine, their knowledge is sometimes more useful. They are better at articulating and seeing things in a totally different light. It is just damn impressive whenever they bring out sharp alternative perspectives. Those perspectives often result in fundamental shift in company directions/preferences. 

Granted, they can't really execute the shifts due to their lack of technical skills, but i guess that's why many are in civil service doing policy planning. Just look at how intense our 30-year plans can be.

I don't know. Their value cannot be captured easily by a line in resume or a cert. It's really ""cannot see it clearly but can feel it strongly"". 

It's hard to put a price tag on it. But their role are damn important i tell you.

So all the best FASS kids!

"
55677,"Admin, please do not filter this. I do not understand what is with all these blind hate about arts degrees. If you really want to be so disparaging about it, then let us put things into crude perspective. 1) Are science degrees any better? As far as I know, your science degrees have even worse value than arts degrees, since a) you do not have the soft skills that HR recognises in arts degrees nowadays and b), laboratory positions are so limited that I am sure they are not keen on just a bachelors of science and c) your body of knowledge is even more niche than the arts and social sciences (say, Political Science, Global Studies, History etc) to even be connected to the real world (and do not tell me about pharmaceuticals - get a MSc or a PhD then you say). 2) Let us follow the stereotypical notion of arts degree holders only having teaching to turn to. Hey, why not right? Arts subjects are always in demand in the teaching service anyway. As far as I know, science and math teachers are already hypersaturated in numbers in the service. So who is more at a disadvantage now? Arts or science? I think people are just jealous that there is always that 'stereotypical' job that awaits arts people since you 'useful' degree holders can go on jobless for months given such a competitive job market that you all are very proud of. Since you started the ball rolling, let me go on. How about business degrees? Well, one does not need a business degree to even start a business right? Okay, you may then say how about professions like auditing and accounting and etc. Well, I just do not like to have my life sapped away by such styles of work and thus even if I could do a business degree I'd rather do an academic degree that I know I will enjoy (i.e. History, Literature, etc etc)? You see, you all claim that one can simply read up privately and be on par with arts degree holders in terms of critical thinking and knowledge. Don't be delusional honey. I am sure my fellow FASS people would generally agree that the level of critical thinking and intellect in faculties beyond FASS is just sorely lacking. Look at yourself in the mirror please. That if you can sprout so much nonsense in dissing arts degrees, your EQ is probably just not that high I guess. But it is okay, it is just that our education has failed you and thus breeding off an defective product like you. At the end of the day, do not project your inferiority complex of not being able to handle arts at university upon us. =)"
